咖喱金针肥牛,http://www.wochu.cn/Product/Deatail/0038618e-fb64-4e86-9423-e3e088cc772a,￥24.90,https://wochu.oss-cn-hangzhou.aliyuncs.com/upload/c1ae31bd-d6cf-4c17-8953-498de5953763.jpg,2017-11-01 19:09:20.538652,
地三鲜,http://www.wochu.cn/Product/Deatail/007cd017-119a-418c-9ae4-7526e6c1bdef,￥9.90,https://wochu.oss-cn-hangzhou.aliyuncs.com/upload/85ead11c-a148-4efe-a3c5-a3338aecea78.jpg,2017-11-01 19:09:20.554280,
喜多方馄饨皮250g,http://www.wochu.cn/Product/Deatail/0142ea8b-3e9d-4833-93ea-819a7f1eecab,￥5.00,https://wochu.oss-cn-hangzhou.aliyuncs.com/upload/3fd79dcd-a8fe-45b7-bea4-f7f7bf3ea166.jpg,2017-11-01 19:09:20.569904,
乌江涪陵榨菜微辣榨菜80g,http://www.wochu.cn/Product/Deatail/01678ff1-36c4-46db-a897-a277458db308,￥2.50,https://wochu.oss-cn-hangzhou.aliyuncs.com/upload/175e9089-a126-4e3f-9255-be10f53c88b5.jpg,2017-11-01 19:09:20.569904,
新鲜活杀草鱼段450—500g,http://www.wochu.cn/Product/Deatail/0186d663-007e-46cd-b7a8-7660c7afcaf3,￥9.90,https://wochu.oss-cn-hangzhou.aliyuncs.com/upload/fae41253-1c2d-4a51-bf21-17c795aa6065.jpg,2017-11-01 19:09:20.569904,
我厨优选鸡全腿500g,http://www.wochu.cn/Product/Deatail/0188e44e-171c-4d2e-b29d-c39211792656,￥16.50,https://wochu.oss-cn-hangzhou.aliyuncs.com/upload/23bd1c6a-4bf4-4304-9e79-e93c5fc25b71.jpg,2017-11-01 19:09:20.585529,
南乳肉,http://www.wochu.cn/Product/Deatail/01b61d74-8964-49d6-8422-e8a91dc4046f,￥29.90,https://wochu.oss-cn-hangzhou.aliyuncs.com/upload/82eda0fa-06bd-49f6-819d-ed53353bec8f.jpg,2017-11-01 19:09:20.585529,
雪碧1.25L,http://www.wochu.cn/Product/Deatail/0202a3d7-e45e-437e-9316-ceaf20ebb4d0,￥5.50,https://wochu.oss-cn-hangzhou.aliyuncs.com/upload/b723ddcd-fd95-4714-a8e8-ad4803515db4.jpg,2017-11-01 19:09:20.601154,
虾兵蟹将一网打尽套餐,http://www.wochu.cn/Product/Deatail/0233c488-ebf7-4fe9-9afe-1e195f78e373,￥39.90,https://wochu.oss-cn-hangzhou.aliyuncs.com/upload/f3bdbb68-d021-4cce-8a2c-01d7e57f7d68.jpg,2017-11-01 19:09:20.601154,
融氏橄榄玉米油2.8L/瓶,http://www.wochu.cn/Product/Deatail/0234a6d4-87e0-4ad3-9567-e37fb05bc821,￥59.90,https://wochu.oss-cn-hangzhou.aliyuncs.com/upload/a7d51f9e-3205-48d8-82c5-d704402bc2cb.jpg,2017-11-01 19:09:20.601154,
QQ酸汤鱼,http://www.wochu.cn/Product/Deatail/029dc19f-8b3a-476f-9bf3-2072c8009ea5,￥19.90,https://wochu.oss-cn-hangzhou.aliyuncs.com/upload/5f0a2ba8-c492-42c0-acd4-79501a3f9d94.jpg,2017-11-01 19:09:20.616782,
南翔汤包300g,http://www.wochu.cn/Product/Deatail/02a885b9-6b9f-49d3-ac0c-e391a02f5bf7,￥27.90,https://wochu.oss-cn-hangzhou.aliyuncs.com/upload/ce1bf5ed-0c43-4994-9316-7c0d4d03497d.jpg,2017-11-01 19:09:20.632409,
冰佳领地阿根廷红虾500g,http://www.wochu.cn/Product/Deatail/02a89e80-53d7-42ce-a566-0b0c83592ca1,￥49.00,https://wochu.oss-cn-hangzhou.aliyuncs.com/upload/31459e06-690c-42fe-b8d2-f06c48002a34.jpg,2017-11-01 19:09:20.632409,
蟹粉煮干丝,http://www.wochu.cn/Product/Deatail/02c1693c-7b40-41b6-992a-1878a0563325,￥18.00,https://wochu.oss-cn-hangzhou.aliyuncs.com/upload/f738b502-1030-4009-968d-0f842a7a9544.jpg,2017-11-01 19:09:20.632409,
欧丽薇兰纯正橄榄油750ml,http://www.wochu.cn/Product/Deatail/02e8b8fb-369e-44b4-a2b9-3eac43df60f7,￥75.90,https://wochu.oss-cn-hangzhou.aliyuncs.com/upload/2ee44845-260a-4147-b611-f359cd3d754d.jpg,2017-11-01 19:09:20.648036,
越南白心火龙果2只装（约900g）,http://www.wochu.cn/Product/Deatail/03025ec5-5fda-4625-a6d1-0bc5bc53ce2e,￥18.90,https://wochu.oss-cn-hangzhou.aliyuncs.com/upload/1ae649a1-f225-4bf4-83e2-65f8fb8f59f8.jpg,2017-11-01 19:09:20.648036,
玉子豆腐,http://www.wochu.cn/Product/Deatail/0346536b-6d7b-4a36-8c86-9088d1dae638,￥15.90,https://wochu.oss-cn-hangzhou.aliyuncs.com/upload/8b33de56-491d-491c-ae3b-02ac442c82f6.jpg,2017-11-01 19:09:20.663659,
即食海蜇丝原味360g,http://www.wochu.cn/Product/Deatail/0346b885-1f79-4a7f-bdae-0ac0e646c2ab,￥11.90,https://wochu.oss-cn-hangzhou.aliyuncs.com/upload/5cac1f2f-eecd-4a1a-83ee-62e53a2ec864.jpg,2017-11-01 19:09:20.663659,
标点雪花椰米包300g,http://www.wochu.cn/Product/Deatail/0356c49f-4b01-4391-ae95-cf5d31a56126,￥9.90,https://wochu.oss-cn-hangzhou.aliyuncs.com/upload/be48a1f7-48c7-4186-a7ae-2e8a8d98fe5d.jpg,2017-11-01 19:09:20.663659,
